360	199	50	81
359	202	50	81
359	202	50	80
360	202	50	80
360	202	50	79
360	202	49	79
360	200	49	81
360	201	50	80
359	201	50	80
359	201	51	79
359	201	50	80
361	198	50	80
359	200	51	80
359	200	51	80
359	201	50	80
360	200	50	80
359	200	51	80
359	199	51	82
362	197	49	80
363	200	50	82
360	200	50	81
361	200	49	83
361	201	49	82
361	199	48	82
360	200	50	83
360	200	50	82
362	198	49	82
359	199	48	81
362	197	43	84
361	197	46	85
361	200	51	80
361	198	51	81
360	197	51	82
356	199	54	83
352	200	58	82
354	198	55	84
357	201	54	82
360	202	49	80
362	200	49	80
360	215	52	63
362	219	50	60
362	217	43	59
362	217	43	59
362	217	43	59
362	217	43	59
362	217	43	59
359	208	41	70
359	206	41	72
360	207	41	72
360	209	38	69
359	210	39	70
359	212	39	69
350	187	36	67
350	187	36	67
319	226	51	61
350	195	47	81
356	191	30	86
352	196	36	85
350	193	36	89
350	195	36	86
