0	363	349	356
3	370	322	337
10	367	327	338
7	376	318	335
15	372	312	338
15	380	285	328
21	364	306	348
14	371	285	338
6	380	281	322
19	367	295	352
21	372	283	340
18	386	266	328
14	380	284	339
15	377	291	336
13	381	281	333
14	369	280	343
20	369	304	348
16	373	279	335
21	377	306	340
18	374	275	339
10	367	277	345
16	362	294	354
17	366	310	359
7	376	303	342
16	371	296	335
22	367	299	346
18	371	306	336
14	369	326	346
20	372	312	338
21	365	319	344
17	366	307	337
21	365	327	352
16	360	310	339
16	365	318	352
20	371	305	338
20	372	294	336
