199	173	105	118
200	171	103	120
200	171	101	120
200	171	102	120
200	171	100	120
200	171	101	120
200	171	103	120
200	171	101	120
200	171	101	120
200	171	101	120
200	171	101	120
200	171	103	120
200	171	103	120
200	171	102	120
200	171	102	120
200	171	101	120
200	171	101	120
200	171	101	120
200	171	101	120
200	171	101	120
200	171	103	120
200	171	101	120
199	171	103	120
199	170	110	121
200	171	103	120
200	171	94	120
200	170	97	120
200	171	97	120
200	171	101	120
200	171	101	120
200	171	102	120
200	171	102	120
200	171	101	120
200	171	101	120
200	171	102	120
200	171	101	120
199	171	97	120
200	170	97	121
200	172	100	119
200	172	100	119
200	172	101	119
200	171	102	120
200	171	96	120
200	171	99	120
200	171	105	120
200	170	110	121
200	171	101	120
200	170	101	121
200	170	102	121
199	171	108	120
199	171	103	120
200	171	98	120
199	171	103	120
200	170	111	121
200	171	105	120
200	171	106	120
199	171	104	120
200	171	102	119
199	171	103	119
199	171	103	120
200	171	102	119
200	171	102	119
200	171	100	120
200	171	101	120
200	171	101	120
200	171	101	120
200	172	102	119
200	173	100	118
199	173	101	117
199	172	101	119
197	162	101	128
196	161	102	129
196	167	104	123
202	169	98	121
207	171	96	119
207	171	97	119
206	171	99	119
206	172	99	118
206	172	98	118
206	172	98	118
206	172	98	118
206	171	98	119
206	171	97	119
206	170	98	120
206	171	98	119
206	171	98	119
206	169	98	121
206	173	98	117
206	172	98	118
206	172	98	118
206	173	98	117
206	173	98	117
206	173	98	117
206	173	97	117
206	173	98	117
206	172	97	118
206	172	97	118
206	172	98	118
206	172	98	118
206	172	98	118
206	172	98	118
206	172	98	118
206	172	97	118
206	172	98	118
206	172	97	118
206	172	97	118
206	172	97	118
204	170	97	120
200	170	100	120
195	166	105	124
201	169	99	121
200	170	100	120
200	169	100	121
199	170	100	120
196	169	102	121
195	170	104	120
199	170	101	120
202	171	99	118
202	171	100	118
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	118
202	171	99	119
202	171	99	119
202	171	99	118
202	171	99	118
202	171	99	118
202	171	99	119
202	171	99	119
202	171	99	118
202	171	99	118
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	172	99	117
202	171	99	118
202	171	99	118
202	171	99	118
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	118
202	171	99	119
202	172	99	118
202	172	99	118
202	172	99	118
202	171	99	119
202	171	99	119
202	172	99	118
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	118
202	171	102	118
202	171	99	118
202	171	100	119
202	171	101	119
202	171	101	119
202	171	101	119
202	171	100	119
202	171	99	119
202	171	99	118
202	171	99	118
202	172	99	117
202	171	99	118
202	171	99	119
202	172	99	117
202	171	99	118
202	171	99	118
202	171	99	119
202	171	99	118
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	118
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	118
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	118
202	171	99	119
202	171	99	118
202	171	99	118
202	171	99	119
202	171	99	118
202	171	99	118
202	171	99	118
202	171	99	118
202	171	99	118
202	171	99	118
202	171	99	118
202	171	100	119
202	171	99	118
202	171	101	118
202	171	99	119
202	171	98	119
201	171	99	118
202	171	99	119
202	171	98	119
202	171	99	119
202	171	99	119
202	171	98	119
202	171	99	119
202	171	100	119
202	171	100	119
202	172	99	117
202	171	99	119
202	171	99	119
202	171	99	118
202	171	99	119
202	172	99	118
202	172	99	118
202	172	100	118
202	172	100	118
202	172	99	118
202	172	99	118
202	171	100	119
201	171	101	119
202	171	99	119
202	171	98	119
203	172	97	118
202	171	95	118
202	171	95	119
201	171	98	119
202	171	98	118
202	171	98	118
202	171	98	119
202	171	98	119
202	171	98	119
202	171	97	119
202	171	97	119
202	171	97	119
202	171	98	119
202	172	99	117
202	172	99	118
202	172	99	118
202	172	100	118
202	172	99	118
202	172	99	118
201	171	100	119
201	171	100	118
202	171	99	119
202	171	99	119
202	171	99	119
202	171	99	118
197	172	104	117
197	171	104	118
197	171	104	118
197	171	104	118
197	171	104	119
196	171	105	119
197	171	104	119
196	171	105	119
197	171	104	119
197	171	104	119
197	171	104	119
197	171	104	119
196	171	105	119
197	172	104	117
197	172	104	117
197	172	104	117
196	172	105	117
196	172	105	117
196	172	105	117
196	172	105	117
197	172	104	118
196	171	105	119
197	172	104	118
196	171	105	118
196	171	105	118
196	171	105	119
196	172	105	117
197	171	104	118
197	171	104	119
197	171	104	119
196	171	105	119
197	171	104	118
197	172	104	118
197	172	104	117
196	171	105	118
196	171	105	119
196	172	105	118
197	172	104	118
197	171	104	119
197	171	104	119
197	171	104	119
197	171	104	119
197	171	103	119
197	171	108	118
196	171	109	119
197	171	106	119
197	171	107	119
196	171	107	119
196	171	108	119
197	171	107	119
197	171	104	119
196	171	105	119
197	171	104	119
197	171	104	118
197	171	104	118
196	172	105	117
197	171	104	118
196	171	105	118
196	172	105	118
