548	172	483	513
567	163	463	529
583	153	443	526
599	155	431	531
588	191	424	514
573	202	402	502
582	219	360	486
595	225	347	480
561	227	346	470
577	209	298	494
574	203	333	500
600	214	376	462
618	231	442	438
590	290	456	386
507	317	521	307
446	311	580	331
461	270	548	377
448	216	588	425
463	251	533	407
494	238	422	457
446	231	422	473
502	206	422	498
537	243	385	460
713	220	401	460
463	165	412	562
686	223	433	490
623	222	310	511
515	284	359	440
538	271	361	449
538	254	359	464
611	220	323	499
549	215	349	489
552	161	354	499
559	146	329	520
571	161	314	521
621	187	299	517
