390	52	26	80
389	50	27	85
389	51	26	83
388	50	26	83
389	51	26	82
388	51	26	83
388	51	26	83
388	50	26	83
389	51	26	82
387	48	27	85
389	49	25	84
388	49	26	84
388	49	26	83
387	50	27	82
389	52	26	81
389	51	26	82
390	51	26	82
390	50	26	82
390	50	26	82
390	50	26	82
390	50	26	82
389	50	26	83
391	51	24	82
390	49	26	86
391	50	25	83
391	50	25	83
390	50	26	83
389	49	27	83
390	49	26	84
390	50	26	83
390	50	26	83
389	51	26	83
389	51	26	82
389	50	27	83
390	50	26	83
390	50	26	82
390	50	26	84
392	53	25	79
353	40	46	75
362	48	43	70
353	43	40	73
388	26	36	113
389	25	39	114
369	40	33	100
371	44	31	95
373	45	29	90
375	46	27	91
376	47	26	85
376	45	26	90
376	45	26	91
376	45	26	89
375	46	27	89
377	48	26	88
377	46	26	90
376	46	26	90
376	46	26	89
376	48	27	87
376	49	27	87
376	48	26	86
376	47	26	87
375	47	26	87
375	45	27	88
374	43	28	91
376	45	26	86
374	44	27	91
376	45	26	88
374	43	28	91
348	43	27	66
372	43	28	91
347	43	23	65
376	48	26	86
376	46	26	89
376	46	27	90
375	46	27	90
375	44	28	94
376	44	28	95
363	44	37	79
376	46	27	88
376	46	28	91
377	48	27	90
375	42	29	95
375	44	28	86
374	41	27	94
373	43	27	90
375	43	28	91
374	42	27	93
374	43	27	91
375	41	27	93
376	44	26	91
384	0	29	72
380	0	28	72
377	9	31	74
374	18	32	118
370	17	35	128
368	18	37	127
361	16	38	92
366	14	34	73
378	53	23	87
359	19	42	71
373	18	30	63
374	17	31	69
368	12	37	64
371	12	33	61
371	13	32	76
364	13	34	64
381	55	22	83
377	55	25	82
377	55	24	72
363	5	39	68
366	10	34	70
352	22	38	80
356	36	41	73
370	33	34	82
375	42	53	80
382	49	42	86
368	50	46	78
368	56	42	86
366	54	42	91
370	53	36	94
370	51	38	97
377	56	29	86
331	57	51	92
324	52	47	98
326	53	45	100
307	6	49	66
377	59	31	61
332	0	39	73
360	61	38	62
322	0	35	75
367	61	33	51
367	61	33	51
292	49	24	71
292	49	24	71
315	0	32	71
315	0	32	71
315	0	32	71
309	0	33	71
352	17	28	59
355	53	28	88
351	60	29	84
355	63	29	78
358	64	26	68
355	64	30	74
355	64	29	68
357	64	29	81
358	65	30	70
361	64	27	65
358	63	29	67
359	62	29	56
355	62	33	59
352	62	31	59
352	58	34	67
356	57	31	84
334	58	43	79
368	54	32	73
360	58	27	77
369	53	33	65
369	51	31	67
369	49	31	64
369	48	31	65
369	44	34	72
370	41	34	74
365	57	28	69
370	57	28	74
370	58	27	75
369	56	28	80
369	55	29	82
363	52	27	77
371	70	30	45
369	69	31	47
371	69	30	48
372	68	29	56
374	67	30	56
374	67	28	49
371	65	32	46
371	64	31	50
371	65	30	48
372	74	28	40
372	74	28	40
372	71	33	39
372	71	33	39
372	71	33	39
292	43	38	46
370	71	33	53
370	71	33	53
369	65	32	52
371	69	30	44
372	73	28	39
371	72	29	42
371	72	29	42
371	72	29	42
371	70	30	51
373	73	29	39
373	73	29	39
372	74	29	36
373	74	28	42
372	71	28	48
374	73	26	41
370	70	30	46
332	0	43	77
333	0	45	87
331	59	41	86
328	59	50	77
328	59	45	88
349	61	41	68
349	61	41	68
369	54	36	84
371	62	35	67
369	65	38	66
371	64	28	74
368	66	30	73
369	66	28	66
369	66	28	73
369	67	29	70
369	67	29	70
355	62	35	94
327	57	45	90
353	56	38	80
326	49	40	78
324	56	48	88
325	57	47	101
323	62	54	92
323	60	56	96
327	59	49	86
326	58	46	93
325	58	48	95
324	59	54	91
372	61	33	71
360	64	38	60
359	65	39	53
356	62	40	53
361	65	37	49
361	65	37	49
334	62	47	77
372	67	29	57
368	68	31	49
366	67	35	51
366	68	34	58
365	67	35	44
364	66	35	51
367	68	34	57
370	69	32	52
372	71	30	52
373	70	29	52
373	68	30	52
375	69	29	48
374	68	30	52
374	72	29	46
375	66	29	59
373	65	30	63
373	64	30	81
375	56	30	70
375	66	29	56
379	38	25	72
371	55	24	67
340	64	39	69
270	41	53	70
266	46	54	80
